theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,alpha1,alpha2,alpha3,alpha4,alpha5,alpha6,alpha7,alpha8,a1,a2,a3,a4,a5,a6,a7,a8,d1,d2,d3,d4,d5,d6,d7,d8
0.09315873878876979,0.8016111892721625,0.5164389672755171,0.7078922114025814,0.42422595601056684,0.3280291209728078,0.6248486036750229,0.17584905119623478,0.7500000031830989,1.0,1.0,0.5,0.5,1.0,0.7500000031830989,0.2499999968169011,0.7433227166549261,0.8050400842481321,0.4823999836505613,0.3408630983046254,0.37868486591963296,0.6427732783565123,0.5743052011095076,0.0,0.6127404127392446,0.5899399711702064,0.6915914738029971,0.0,0.0,0.0,0.2633293410427778,0.3260111780463966
0.6326932949707202,0.3763699555239536,0.019959745997082445,0.15216572328434658,0.13454454650688152,0.20481270478907332,0.012510454984499209,0.4868315880481615,0.2499999968169011,1.0,0.0,0.7500000031830989,1.0,0.0,0.5,0.5,0.38296716093471006,0.8010857695643898,0.0,0.0,0.49235449134170894,0.6336865575846006,0.2648907755284539,0.0,0.0,0.0,0.0,0.7363135288651247,0.0,0.5729068013670291,0.0,0.6771916937465776
0.9608716500497371,0.22905001500031807,0.5841806097948223,0.13643177508662652,0.7456006396462642,0.05946649370289714,0.5159081465188283,0.36986786168068353,0.2499999968169011,0.7500000031830989,0.2499999968169011,0.7500000031830989,0.7500000031830989,1.0,0.5,0.0,0.0,0.5476906387567757,0.5576466394497033,0.38458399716880354,0.354193663741443,0.0,0.446800466231145,0.5614030184772033,0.0,0.6881934381110082,0.0,0.0,0.0,0.6497706368785209,0.6289638298904232,0.551031574707642
0.8763869045432229,0.5105130162914697,0.13244155887565745,0.45948902721703294,0.3190301034987436,0.5019419994302738,0.17491745361176614,0.828349950800409,0.7500000031830989,1.0,1.0,0.7500000031830989,0.0,0.2499999968169011,1.0,0.7500000031830989,0.32709235095630096,0.5307281131682257,0.4701655274070515,0.6203741973324252,0.6273662724385918,0.5447926661141544,0.5875665925372368,0.621295592041537,0.5536908666381997,0.0,0.6005915096294722,0.0,0.0,0.0,0.0,0.0
0.6491402349064844,0.7581901083516974,0.20113247291529546,0.8410926342125831,0.6908721349894034,0.341890591459432,0.5624255099266087,0.12036808936811172,0.7500000031830989,0.0,0.2499999968169011,0.7500000031830989,0.5,1.0,0.0,0.7500000031830989,0.6197017888258295,0.7011950026680753,0.0,0.0,0.33254587277436864,0.0,0.48564292932343295,0.3268150194802458,0.0,0.517263240685995,0.0,0.0,0.4339300575171055,0.0,0.0,0.0
0.8021487983020545,0.9813140533407424,0.8668715286095496,0.8842410691957077,0.7463256249243531,0.24291823768986143,0.36376445465075463,0.5090673091804209,1.0,0.2499999968169011,0.2499999968169011,1.0,0.5,1.0,1.0,0.5,0.5561072564629234,0.0,0.41637184931007615,0.0,0.3932449937046458,0.40069298687577287,0.4485262426295004,0.6795356430561199,0.594141689600642,0.0,0.3429466132841104,0.0,0.6140227782258709,0.0,0.6250946139290988,0.0
0.04254401734824126,0.249207747827502,0.16024804997290137,0.7602221793269777,0.7639733713752568,0.8150035076227282,0.07305844801902994,0.029831415769981606,0.7500000031830989,0.7500000031830989,0.7500000031830989,1.0,0.7500000031830989,0.5,0.0,0.0,0.4294531403009797,0.0,0.38425435477480613,0.47817430679157485,0.5024480432031658,0.0,0.0,0.7104624733649756,0.5510411558167316,0.0,0.45427825080762274,0.4587094623160735,0.0,0.7748144235116429,0.47902388567344584,0.7444340687042811
0.35482381440621474,0.9362244573759569,0.5265396783659008,0.45481139946754934,0.7173774706913159,0.7665525537900217,0.8703714986983517,0.3270068688361192,0.2499999968169011,0.7500000031830989,0.0,0.7500000031830989,0.7500000031830989,1.0,0.5,0.5,0.0,0.5945816989743956,0.5794320826931671,0.6007049293110981,0.0,0.0,0.559738128098179,0.4430609520933312,0.0,0.6189841230727436,0.0,0.0,0.0,0.0,0.5506053541501953,0.6970833397082166
0.5694750314363013,0.02873850080460888,0.08399528539515061,0.29812782632252377,0.8456528356575033,0.44597305300196854,0.6347776635372224,0.0392199715311104,0.5,1.0,0.5,0.5,1.0,0.5,0.7500000031830989,0.2499999968169011,0.5513424655965562,0.0,0.0,0.7408539956127401,0.6890635379798113,0.7246049344440747,0.7843302885278473,0.5575974957262181,0.0,0.9494186676321801,0.0,0.6656011634084587,0.5458526481969056,0.0,0.0,0.0
0.08193596806330289,0.20871421490908987,0.017088516626463046,0.9002550569084168,0.8417055361834938,0.11097490518467251,0.09846776102030325,0.04801931044145885,0.2499999968169011,1.0,0.2499999968169011,0.5,1.0,0.7500000031830989,0.2499999968169011,1.0,0.44789892998499026,0.6607902222023567,0.0,0.5950445348660375,0.6056366320589659,0.5979796130505113,0.42838561606604403,0.0,0.0,0.0,0.0,0.4714546313155911,0.0,0.46537916414189806,0.0,0.5344351147781417
0.8652204832566079,0.8655914490511069,0.15085589496713547,0.9205502171563811,0.8763447333250522,0.22620119046512382,0.43914990192353887,0.4041435831950756,0.0,0.0,0.0,0.0,0.5,0.7500000031830989,0.5,1.0,0.5175311768447398,0.0,0.6282084349062427,0.0,0.0,0.5389461141446614,0.482524967975906,0.5455882961351116,0.0,0.0,0.0,0.30552838662391313,0.5854053639991351,0.0,0.0,0.0
0.5762671508431181,0.16656818809503798,0.11799124726128735,0.6153030611127026,0.5792100224745914,0.8497333850170199,0.6977626476423353,0.5377463307295233,0.7500000031830989,0.7500000031830989,0.7500000031830989,0.5,0.7500000031830989,1.0,0.2499999968169011,1.0,0.0,0.0,0.27890979017105416,0.5443825993906921,0.3647038463228147,0.6294546119908421,0.0,0.6452540824834927,0.0,0.5412570887195571,0.6685179287354881,0.5726079973017627,0.6437497992224164,0.35872117903482004,0.0,0.0
0.5878612420855303,0.9993310613029984,0.48660692181029996,0.366945171631335,0.23511712363431952,0.3365238841156327,0.3766365882723485,0.8327265171466148,0.2499999968169011,1.0,1.0,0.5,0.2499999968169011,0.0,1.0,0.5,0.4918310461135901,0.563530080993451,0.5733397113787425,0.19940660026898668,0.4310054420329062,0.36143514240464664,0.0,0.46708778837891074,0.0,0.0,0.5172677221469416,0.0,0.0,0.0,0.5054323412819867,0.0
0.844377971915567,0.6184349529100857,0.8260490672260947,0.8443639007161226,0.6606097624877748,0.7799451431745507,0.928534478735499,0.7889347635712853,0.5,0.5,0.7500000031830989,0.2499999968169011,0.0,0.0,0.5,0.7500000031830989,0.5182871541783868,0.46152364289721887,0.8687612400093554,0.0,0.0,0.4349348356878091,0.6308112439952006,0.7269078205421393,0.578292280853142,0.0,0.4834432767401626,0.0,0.749755195403587,0.2759860120624957,0.0,0.0
0.4302438358011734,0.32692329510372997,0.4970931958319837,0.5935177697265888,0.5045987140349395,0.9997981318231984,0.487469256122083,0.438249478548023,0.0,0.5,0.7500000031830989,0.5,0.7500000031830989,1.0,1.0,0.5,0.2436108202887065,0.5622172543900122,0.6369042925987878,0.5833177796006767,0.4789081299468883,0.5841845951192247,0.0,0.7535892843905398,0.7112982375990126,0.0,0.5530338854921801,0.4364118566478883,0.0,0.6215563162949574,0.0,0.0
0.28716176726866754,0.9135359308976962,0.4426824796402129,0.19699815850777785,0.4878821140543332,0.07565214467985504,0.5110013998553349,0.9094414811465257,0.0,0.2499999968169011,0.7500000031830989,0.0,1.0,0.7500000031830989,0.0,0.2499999968169011,0.7035576959186385,0.5073557482480446,0.8161126291069924,0.528453554729908,0.47421752757333313,0.2709846152152517,0.0,0.6289903718146552,0.0,0.0,0.5575756394111319,0.0,0.0,0.0,0.0,0.0
0.5132404703070611,0.03855478282090774,0.9612426692430925,0.8334332542084806,0.9845020568653833,0.8199399215346896,0.027685072723780235,0.5047691287691823,0.7500000031830989,1.0,0.0,0.7500000031830989,0.2499999968169011,1.0,0.2499999968169011,0.7500000031830989,0.5310480670634126,0.6972533301949825,0.3112576581480137,0.0,0.6088432118708776,0.5956066025335087,0.4715900807791433,0.5155903077740337,0.0,0.0,0.6710072999374463,0.4983279191201011,0.7261112670113534,0.0,0.24131946440927016,0.5360629160056062
0.9593442300625975,0.5617360440267536,0.491884207585866,0.05403326784114526,0.1412231592135606,0.4395900391919058,0.3702712034280061,0.8587997528874907,0.2499999968169011,1.0,1.0,0.2499999968169011,0.7500000031830989,0.5,0.0,0.2499999968169011,0.0,0.0,0.5832608212939089,0.8359303881000019,0.0,0.4974447859732818,0.3351184553434038,0.0,0.0,0.0,0.0,0.0,0.4337491596152619,0.0,0.37428459655592083,0.6462153652594602
0.38888049519250145,0.23913615941087535,0.9945431871015287,0.4631940143113692,0.5767154536166367,0.9283138439228222,0.2170267759021146,0.4993437328000459,0.5,0.0,0.2499999968169011,0.0,0.7500000031830989,0.5,0.5,0.2499999968169011,0.6052856946306934,0.0,0.657358109349148,0.0,0.6883009486870617,0.3442211529194405,0.5573344415187308,0.0,0.0,0.594520766114308,0.0,0.0,0.43935555401576054,0.4095259688158226,0.0,0.6023723638671856
0.5269638648558355,0.6528776005581094,0.33642766973253924,0.5374278255934533,0.9832442717933787,0.6829637839385898,0.18790011703979903,0.009116732000751526,0.7500000031830989,0.2499999968169011,0.0,0.5,1.0,0.7500000031830989,0.5,0.7500000031830989,0.0,0.5264764037817127,0.3021037000639606,0.6071397727160817,0.4766867039506193,0.4001726533392238,0.0,0.4232928012175466,0.0,0.5809269946168847,0.6194802353808161,0.5160492898553117,0.4548251697227836,0.5114217751391668,0.0,0.580603317762014
0.9864322967222645,0.761609161625393,0.6287451590542458,0.06361379660070365,0.13029497749962254,0.7909176925407273,0.3186656959933398,0.5989667799265669,0.0,0.7500000031830989,0.7500000031830989,0.5,1.0,1.0,0.0,0.7500000031830989,0.0,0.558599783977831,0.24658750494884793,0.0,0.7618246123459707,0.5727719660845538,0.348772609551248,0.5304463310813814,0.31612945571618245,0.0,0.0,0.0,0.6203236469823723,0.6105700577498264,0.0,0.4555361324229882
0.6096614105480673,0.33848431524766487,0.6799361411389064,0.35100577197862093,0.39345645195353346,0.24364324401555243,0.5472769703583005,0.5407900467157283,0.7500000031830989,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.3097238856790395,0.5428970418726842,0.48310351526840634,0.7076809391094036,0.48533084697005235,0.5256201225794878,0.0,0.0,0.0,0.5531180698326431,0.5513209407626057,0.7249046567578458,0.0,0.0,0.7349804608346744
0.5467660197475176,0.41680830944042846,0.2363195617104688,0.17575475440779686,0.5190051671377021,0.10145730295456568,0.15809413646714504,0.10268543787636092,0.7500000031830989,1.0,0.7500000031830989,1.0,1.0,1.0,0.5,0.7500000031830989,0.47738898419555886,0.7721942631813211,0.0,0.0,0.0,0.0,0.36135513525841484,0.5460451732419443,0.743781813300414,0.0,0.6110534879121176,0.0,0.43912232789345523,0.48932544128543853,0.0,0.0
0.2493138803185036,0.9010396260339016,0.5502301322460985,0.5835318618014547,0.7039538574017452,0.18141123587893737,0.758579587731876,0.6008733898677503,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.7500000031830989,0.0,0.39947526935890343,0.5814927993183225,0.3983522147276045,0.0,0.302007032838107,0.5262910915776408,0.4260190999393643,0.6167445800695334,0.6456808207593174,0.0,0.526829819561277,0.0,0.43649237754848175,0.0,0.5518635058631728
0.3454722334478936,0.7880437575473387,0.6332463619788288,0.7084618065547778,0.9956273265919959,0.7814793062993186,0.7096874802432069,0.941508500861391,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.5003506607949562,0.0,0.2889148134770034,0.0,0.0,0.5217122005262679,0.5218477730407167,0.5110790059148427,0.0,0.5022204976197622,0.0,0.0,0.3591084732673757,0.0,0.6630436159428773
0.9558717993598321,0.20939472514349838,0.44721967718804534,0.4467011609382573,0.43490700253613535,0.8240921789754787,0.8053118229169949,0.9627099580609311,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5810102858790318,0.0,0.0,0.617008289768929,0.7635903612148,0.6991210547567299,0.4440998953413845,0.628900216854782,0.0,0.0,0.0,0.0,0.6052141884458425,0.583242902019412,0.0,0.6274727460399523
0.05645882680213621,0.0797808294120006,0.4079695126464261,0.830184178194021,0.38799546815358876,0.47131656221901286,0.524307777362454,0.5304872510962434,0.7500000031830989,0.5,0.7500000031830989,0.5,0.7500000031830989,0.7500000031830989,0.0,1.0,0.48271272103508484,0.5725754084012021,0.0,0.5048215190948856,0.2714570649959097,0.6327200060049677,0.42907313572897293,0.0,0.4007247772779264,0.0,0.0,0.0,0.7533195647329258,0.0,0.6253674113236151,0.0
0.8376427495240701,0.4366153447376945,0.922113550032192,0.25087331035901383,0.7925525562197457,0.09079872052313936,0.04384446612107512,0.07245494814140185,0.7500000031830989,0.7500000031830989,1.0,0.2499999968169011,0.0,0.0,0.0,0.7500000031830989,0.48798713267334004,0.6922540790028441,0.5005513157162986,0.3664861857558751,0.5604167284284606,0.6436627519265032,0.0,0.37286925774415103,0.0,0.0,0.0,0.0,0.0,0.38056404817709305,0.573504960637677,0.0
0.4877552669374793,0.7744919806825079,0.012904710705193168,0.5894631694073832,0.3720869605412035,0.12730836785456368,0.5770814292798649,0.4215321930916769,0.2499999968169011,0.2499999968169011,0.5,0.2499999968169011,0.5,0.2499999968169011,0.5,0.7500000031830989,0.475435712961346,0.49896766900498024,0.0,0.0,0.5592491668218345,0.8290466892900061,0.4810808233144419,0.0,0.0,0.18422229415918492,0.5559293017458521,0.0,0.0,0.0,0.6142884836107639,0.0
0.41438567746256116,0.8398135800798325,0.17690496219323038,0.6866929431347547,0.19697775035191561,0.40079634624012,0.4547094178041963,0.8908352784951612,0.5,1.0,1.0,0.2499999968169011,0.5,0.2499999968169011,0.2499999968169011,1.0,0.5188037805097588,0.8145119440633738,0.5314523612901015,0.5757409048381797,0.584972810561524,0.576997758760099,0.34545715802729776,0.0,0.505885899772332,0.4385614952450694,0.0,0.0,0.0,0.7223587179757196,0.5473010182555152,0.5660552946103358
0.8094171118537634,0.1206912625592031,0.5538514549299215,0.4414221868532783,0.7283979854810028,0.967356250820557,0.3122294334052583,0.4338252252194875,0.7500000031830989,0.2499999968169011,0.2499999968169011,1.0,1.0,0.5,0.5,0.7500000031830989,0.0,0.31495744896115707,0.0,0.5639756575727185,0.7310027106349201,0.0,0.5367164779175729,0.6234194249818669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49316552624453436
0.05789873006192897,0.2767150440592737,0.18216424874713594,0.07148384298391974,0.3768123231229794,0.5375346225730453,0.29753654557061693,0.5115634595114433,0.7500000031830989,0.0,0.5,0.0,1.0,0.7500000031830989,0.7500000031830989,0.2499999968169011,0.0,0.6424425947306165,0.4641737962973888,0.0,0.6853484110943464,0.0,0.6545898076390873,0.39662095955831045,0.0,0.45770742766337685,0.0,0.0,0.29166523811465134,0.0,0.5236230186787914,0.6337874385031325
0.09013987331500056,0.07048888168910433,0.3375360411803702,0.16402837033334733,0.4720513414432191,0.03804035631691077,0.4567494139255777,0.17378741318421664,0.0,1.0,0.7500000031830989,0.5,0.7500000031830989,0.2499999968169011,0.7500000031830989,0.0,0.0,0.5087671987734597,0.495652107910559,0.49797539821081327,0.42146155625804543,0.6027567843285769,0.7618876772367962,0.7345604855498156,0.8354674739277644,0.4831466891004875,0.45288297849867193,0.0,0.0,0.0,0.0,0.7244565486180617
0.6852205131822986,0.06657796959555462,0.6486248904713888,0.15140850866127908,0.41094999159884893,0.22419508685775447,0.727276735425559,0.5386804510440185,0.2499999968169011,0.7500000031830989,1.0,0.7500000031830989,1.0,0.2499999968169011,0.5,0.7500000031830989,0.616265444016907,0.5833510856392891,0.5044983561793582,0.35682546789159564,0.6561521353147887,0.5881006909113615,0.5432507993628535,0.0,0.0,0.5228407521234267,0.6175951187224101,0.7222035970699124,0.5233371078318599,0.4461197591030257,0.5447879501585571,0.0
0.4640547407101264,0.5002946417793782,0.5011838799988221,0.33924745206543955,0.8096192830071168,0.89883217620198,0.7871927307353083,0.4608776888611489,0.2499999968169011,0.0,0.2499999968169011,0.0,1.0,0.7500000031830989,0.7500000031830989,0.7500000031830989,0.44078045637515173,0.0,0.0,0.0,0.30362962080460687,0.5107523209911872,0.18399538095826184,0.5543848519432516,0.5863084955429627,0.0,0.0,0.0,0.4987156176941268,0.5616854348327726,0.5272605970279101,0.3009050140028016
0.723947359054613,0.8499803844445031,0.9417786730185964,0.732243595664074,0.6188505977360124,0.013201656662502947,0.05052903478997356,0.4105955093033402,0.5,1.0,1.0,0.0,0.7500000031830989,0.2499999968169011,0.2499999968169011,0.2499999968169011,0.4777038302054465,0.5788654678328032,0.3857849092402154,0.4669407280270317,0.6850676285628875,0.624817204863533,0.0,0.7248915474038475,0.3875419333438524,0.3045570193419559,0.0,0.5357077153312476,0.6089579791064543,0.0,0.0,0.0
0.8876777721329294,0.24745012589342197,0.6386952100283242,0.2786834659812003,0.10741729641343112,0.32911218624158695,0.8254317939636038,0.08980243737003507,0.2499999968169011,1.0,0.5,0.7500000031830989,1.0,0.7500000031830989,0.2499999968169011,1.0,0.6039232648736365,0.0,0.0,0.0,0.4825568594341543,0.604010121497872,0.4764934766402151,0.4838580613188509,0.5221386176871242,0.0,0.4740642486135443,0.7106263031259692,0.0,0.0,0.0,0.0
0.8724458820944341,0.2839065395621564,0.9730743218776288,0.6693014959350496,0.9555206959603995,0.785852740077961,0.20378313021201305,0.9325484114423283,0.2499999968169011,0.5,0.2499999968169011,0.5,0.0,0.7500000031830989,1.0,0.2499999968169011,0.4352900006921358,0.0,0.5441434292734422,0.540809954859398,0.7688840362778506,0.5922799247527903,0.5103651152371586,0.7008845038198764,0.0,0.4135860108400038,0.5764160072970497,0.0,0.0,0.0,0.0,0.0
0.5821889420243227,0.6792959077813764,0.06729374200669946,0.6210938586691254,0.8864035120950154,0.26485691840858216,0.03625566106730893,0.5385831186490334,0.7500000031830989,0.7500000031830989,1.0,0.0,0.7500000031830989,1.0,0.2499999968169011,0.2499999968169011,0.0,0.7317128221116925,0.0,0.5652804427566616,0.25463505839621564,0.0,0.4352499952673753,0.5354022537607946,0.0,0.0,0.0,0.4771233766942112,0.5505049439184091,0.0,0.0,0.0
0.41059547731126456,0.14716033420944286,0.13709723912294342,0.7002421214769775,0.8740409587792222,0.5110623044591059,0.4387369901219377,0.46494235527518335,0.5,1.0,0.2499999968169011,0.5,1.0,0.7500000031830989,0.0,0.7500000031830989,0.579196182778415,0.0,0.4135058088842512,0.0,0.4973154577029142,0.6741971782752132,0.6462478038367614,0.0,0.6460166266762908,0.48253574526802856,0.5287909831815615,0.6681620307419799,0.512238357096996,0.0,0.5272008662375287,0.5553282519287432
0.2809025448234317,0.7306798626997114,0.1296942589897025,0.2900056775178159,0.3630785357688161,0.7399914579294748,0.5196518051652478,0.2841359182490678,0.0,0.5,0.7500000031830989,0.7500000031830989,1.0,0.2499999968169011,0.0,1.0,0.5560680522742724,0.5187283983794337,0.5147239045517712,0.5902926632465437,0.6805199064322239,0.623185612226406,0.527413814396374,0.0,0.0,0.0,0.3395108945825312,0.0,0.0,0.0,0.3385899404992044,0.5948582623289946
0.5757008676349135,0.6508085790926048,0.584506621059258,0.6152567539873557,0.8011297431246973,0.23121300011957363,0.6610215607772594,0.08278883662869757,0.2499999968169011,0.5,0.5,0.0,0.2499999968169011,1.0,0.0,1.0,0.815915704931897,0.5890787777063037,0.36151249877461916,0.4447542848410528,0.6746301537233007,0.5785485045060572,0.5948376529426559,0.0,0.0,0.0,0.0,0.4838479821005918,0.214032199466389,0.0,0.0,0.0
0.0748132398132153,0.515516591746828,0.1742055723700599,0.3222000625090478,0.3494646820891725,0.9579361603749545,0.010596262481120167,0.3174164100539126,0.0,0.7500000031830989,0.2499999968169011,0.5,0.7500000031830989,1.0,0.0,1.0,0.5706579719141057,0.5345628314383044,0.0,0.2797211126766165,0.0,0.34230251174742843,0.6773794600480835,0.4673552286365689,0.8061914038707816,0.7521773824463368,0.0,0.3962995681699984,0.0,0.0,0.7343003376280695,0.0
0.12659598643003633,0.6955527234185016,0.12230983803692896,0.19146769645817835,0.5553819766880314,0.4171688963958141,0.5901687937629877,0.3620649243536384,0.2499999968169011,0.2499999968169011,0.7500000031830989,0.7500000031830989,0.5,0.7500000031830989,0.7500000031830989,0.2499999968169011,0.5916792814451526,0.36883148652470615,0.35702441612967695,0.5924570730931574,0.4579835302623167,0.0,0.0,0.0,0.4717932591819491,0.0,0.42190014837621276,0.5280282089919229,0.6200903308252761,0.37511050957839187,0.0,0.5272454206693521
0.44264496880055726,0.7212459765178374,0.6749594825713219,0.7161387192738535,0.9965527902677297,0.33347754338303426,0.18382227038873977,0.4788390635200158,0.0,0.0,0.2499999968169011,1.0,0.2499999968169011,0.2499999968169011,0.2499999968169011,0.7500000031830989,0.0,0.7910766433194945,0.5640021345427214,0.3417613049861057,0.47179100615782205,0.6074088462696364,0.5318274872647323,0.7249668445716287,0.0,0.45128951586353777,0.0,0.7287655144222435,0.0,0.48708605543193056,0.0,0.0
0.8391850686848722,0.35446159528406185,0.039700410896435445,0.903244373668352,0.07315021391896603,0.4674717113951704,0.9128729644812892,0.5882633945488764,0.2499999968169011,1.0,0.0,0.5,0.7500000031830989,1.0,0.5,1.0,0.0,0.5603673264946497,0.5828553199283375,0.5830694539891782,0.628942044805216,0.0,0.5668630450518831,0.37908998535110144,0.0,0.0,0.4790667586545396,0.0,0.4619065860953726,0.0,0.0,0.5448891642047757
0.41988101800068495,0.18552351301046277,0.49822621154759844,0.6343620455657658,0.8417127626378431,0.2329030993275475,0.06259063453678104,0.11215016543163486,0.7500000031830989,0.7500000031830989,0.0,0.2499999968169011,0.7500000031830989,0.0,0.0,0.7500000031830989,0.5528479872741318,0.7657601302547697,0.327172318636004,0.44460362952915405,0.6524566426655246,0.6810931446288827,0.0,0.6283467817871983,0.0,0.0,0.0,0.0,0.0,0.5097853222563845,0.0,0.0
0.9295337214461953,0.6132939478502374,0.47595507182132246,0.35783511626113,0.1519980573253294,0.5127176664866482,0.2565492022059738,0.6961577030000605,1.0,0.0,0.2499999968169011,1.0,0.0,0.5,0.2499999968169011,1.0,0.5236595762882693,0.0,0.48063455303159874,0.0,0.5381498761007525,0.5503063119019069,0.6636040244437814,0.689473967122996,0.0,0.6372646300823513,0.0,0.4400247881388413,0.6152634396372908,0.0,0.0,0.5702269410985698
0.6900081206863629,0.5199301293180619,0.30549339644940277,0.6731065153345355,0.8940939557490137,0.5036507648069241,0.8902325152898876,0.10271546714136043,0.0,0.0,0.7500000031830989,0.2499999968169011,0.7500000031830989,0.5,1.0,0.5,0.4255491070353499,0.5294863691831565,0.3971807583720944,0.4187620486666707,0.6369169682030114,0.0,0.43921295999985577,0.46802669471204633,0.6122915477323037,0.716562528540803,0.4992687601171069,0.6651783661041015,0.5652264785549372,0.0,0.6637488636864436,0.0
