Carat-WeightOfDiamondStonesInCaratUnits,IndicatorForColourD,IndicatorForColourE,IndicatorForColourF,IndicatorForColourG,IndicatorForColourH,IndicatorForClarityIF,IndicatorForClarityVVS1,IndicatorForClarityVVS2,IndicatorForClarityVS1,IndicatorForCertificationBodyGIA,IndicatorForCertificationBodyIGI,IndicatorForMediumStonesBetween0.5ToLessThan1Carat,IndicatorForLargeStonesWeighing1CaratOrMore,InteractionVariableMed*carat,InteractionVariableLarge*carat,CaratSquared,PriceSingapore
0.17391304347826084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07065217391304347,0.044111906310995444
0.18478260869565208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07651154891304347,0.0715679895901106
0.18478260869565208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07651154891304347,0.062134027325959656
0.18478260869565208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07651154891304347,0.05263500325309044
0.18478260869565208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07651154891304347,0.04014313597918022
0.19565217391304343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08254076086956522,0.06486662329212751
0.19565217391304343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08254076086956522,0.05510735198438517
0.20652173913043473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08873980978260869,0.050878334417696805
0.20652173913043473,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08873980978260869,0.050878334417696805
0.23913043478260868,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10835597826086958,0.08282368249837345
0.23913043478260868,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10835597826086958,0.05770982433311646
0.2934782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14444633152173916,0.060767729342875734
0.30434782608695643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15217391304347827,0.14990240728692256
0.326086956521739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16813858695652176,0.1232270657124268
0.3478260869565216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.1847826086956522,0.1862719583604424
0.3478260869565216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.1847826086956522,0.1862719583604424
0.3478260869565216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.1847826086956522,0.1862719583604424
0.3478260869565216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.1847826086956522,0.1727391021470397
0.3478260869565216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.1847826086956522,0.1547169811320755
0.3695652173913042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5777777777777778,0.0,0.20210597826086957,0.19499024072869225
0.3695652173913042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5777777777777778,0.0,0.20210597826086957,0.19499024072869225
0.38043478260869557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5888888888888889,0.0,0.21102241847826086,0.21359791802212102
0.38043478260869557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5888888888888889,0.0,0.21102241847826086,0.1992843201040989
0.38043478260869557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5888888888888889,0.0,0.21102241847826086,0.1849056603773585
0.3913043478260869,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6000000000000001,0.0,0.22010869565217395,0.2035783994795055
0.3913043478260869,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6000000000000001,0.0,0.22010869565217395,0.22303188028627197
0.40217391304347816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6111111111111112,0.0,0.2293648097826087,0.22771633051398832
0.40217391304347816,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6111111111111112,0.0,0.2293648097826087,0.1880936890045543
0.4130434782608695,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6222222222222223,0.0,0.23879076086956524,0.19707221860767732
0.4130434782608695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6222222222222223,0.0,0.23879076086956524,0.14664931685100846
0.42391304347826064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6333333333333333,0.0,0.24838654891304351,0.19603122966818476
0.44565217391304335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6555555555555556,0.0,0.26808763586956524,0.2039687703318152
0.4565217391304346,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.2781929347826087,0.23767078724788548
0.4782608695652172,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6888888888888889,0.0,0.2989130434782609,0.3387768379960963
0.48913043478260854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7000000000000001,0.0,0.30952785326086957,0.2448275862068966
0.4999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7111111111111111,0.0,0.32031250000000006,0.26811971372804166
0.5217391304347825,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7333333333333334,0.0,0.3423913043478261,0.23825634352635006
0.5652173913043476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.31698113207547174
0.5652173913043476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.29173715029277814
0.5652173913043476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.20969420949902406
0.5760869565217389,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7888888888888889,0.0,0.40056046195652173,0.3411190631099545
0.5760869565217389,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7888888888888889,0.0,0.40056046195652173,0.3219258295380612
0.5760869565217389,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7888888888888889,0.0,0.40056046195652173,0.2963565387117762
0.5760869565217389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7888888888888889,0.0,0.40056046195652173,0.2963565387117762
0.6739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.888888888888889,0.0,0.5159646739130436,0.3124918672739102
0.6956521739130432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9111111111111111,0.0,0.5434782608695652,0.280416395575797
0.7391304347826084,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9555555555555556,0.0,0.6005434782608696,0.4062459336369551
0.7717391304347824,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9888888888888889,0.0,0.6451256793478262,0.39499024072869227
0.7826086956521737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6603260869565218,0.39323357189329866
0.35869565217391297,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5666666666666667,0.0,0.19335937500000003,0.20904359141184126
0.40217391304347816,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6111111111111112,0.0,0.2293648097826087,0.19303838646714377
0.4130434782608695,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6222222222222223,0.0,0.23879076086956524,0.21223162003903712
0.42391304347826064,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6333333333333333,0.0,0.24838654891304351,0.18067664281067014
0.4565217391304346,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.2781929347826087,0.23767078724788548
0.5652173913043476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.3358490566037736
0.5652173913043476,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.36740403383214054
0.5652173913043476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.29173715029277814
0.5652173913043476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.29173715029277814
0.5652173913043476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.29173715029277814
0.5652173913043476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777778,0.0,0.38858695652173914,0.29173715029277814
0.5760869565217389,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7888888888888889,0.0,0.40056046195652173,0.3411190631099545
0.5869565217391303,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8,0.0,0.4127038043478261,0.34632400780741707
0.5869565217391303,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.4127038043478261,0.3268705270006506
0.5978260869565215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8111111111111111,0.0,0.4250169836956522,0.3318152244632401
0.5978260869565215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8111111111111111,0.0,0.4250169836956522,0.28575146389069617
0.5978260869565215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8111111111111111,0.0,0.4250169836956522,0.28575146389069617
0.5978260869565215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8111111111111111,0.0,0.4250169836956522,0.2660377358490566
0.5978260869565215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8111111111111111,0.0,0.4250169836956522,0.23311646063760572
0.6086956521739129,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8222222222222223,0.0,0.4375,0.33682498373454783
0.6086956521739129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8222222222222223,0.0,0.4375,0.25679895901106053
0.6195652173913042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8333333333333334,0.0,0.45015285326086957,0.43786597267404037
0.6195652173913042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8333333333333334,0.0,0.45015285326086957,0.2621340273259597
0.6195652173913042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8333333333333334,0.0,0.45015285326086957,0.24183474300585556
0.6304347826086955,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8444444444444444,0.0,0.4629755434782609,0.6016265452179571
0.6413043478260868,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8555555555555556,0.0,0.47596807065217395,0.40865322055953157
0.652173913043478,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8666666666666667,0.0,0.48913043478260876,0.3089134677944047
0.7065217391304345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9222222222222222,0.0,0.5574898097826086,0.4240728692257645
0.7826086956521737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6603260869565218,0.45816525699414445
0.8913043478260867,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.9722836694860117
0.8913043478260867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.7014313597918023
0.8913043478260867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.593298633702017
0.8913043478260867,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.8636955107351985
0.8913043478260867,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.6473649967469096
0.8913043478260867,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.6554977228366949
0.8913043478260867,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.5752765126870527
0.8913043478260867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.6023422251138582
0.8913043478260867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.584320104098894
0.8913043478260867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.5550422901756669
0.8913043478260867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.5572543916720885
0.8913043478260867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.5302537410540014
0.8913043478260867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.48516590761223166
0.8913043478260867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.821671195652174,0.4671437865972674
0.902173913043478,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,1.0
0.902173913043478,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.654131424853611
0.902173913043478,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.5995445673389721
0.902173913043478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.6268054651919324
0.902173913043478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.581327260897853
0.902173913043478,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.5540013012361744
0.902173913043478,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.5357839947950553
0.902173913043478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.5357839947950553
0.902173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.5085881587508133
0.902173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9181818181818182,0.8387398097826088,0.47215354586857516
0.9130434782608694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9272727272727272,0.8559782608695653,0.5873780091086532
0.9130434782608694,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9272727272727272,0.8559782608695653,0.614964216005205
0.9239130434782605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9363636363636364,0.8733865489130435,0.6676642810670137
0.9347826086956519,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9454545454545454,0.8909646739130435,0.6462589459986988
0.9456521739130432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9545454545454546,0.9087126358695653,0.5297983083929734
0.9565217391304346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9636363636363636,0.9266304347826086,0.592387768379961
0.9565217391304346,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9636363636363636,0.9266304347826086,0.5636955107351984
0.9673913043478259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9727272727272728,0.944718070652174,0.5404684450227717
0.9999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5860767729342876
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010735198438516586
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004359141184124914
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005660377358490565
0.010869565217391297,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0031419836956521757,0.02680546519193233
0.010869565217391297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0031419836956521757,0.010540013012361737
0.010869565217391297,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0031419836956521757,0.010540013012361737
0.021739130434782622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006453804347826091,0.015744957709824328
0.021739130434782622,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006453804347826091,0.015744957709824328
0.021739130434782622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006453804347826091,0.004359141184124914
0.03260869565217389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00993546195652174,0.018282368249837345
0.03260869565217389,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00993546195652174,0.03324658425504229
0.03260869565217389,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00993546195652174,0.018282368249837345
0.043478260869565216,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.013586956521739132,0.03643461288223812
0.05434782608695651,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01740828804347826,0.039687703318152245
0.05434782608695651,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01740828804347826,0.03311646063760572
0.05434782608695651,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01740828804347826,0.023227065712426803
0.06521739130434781,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.021399456521739132,0.030579050097592708
0.07608695652173911,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02556046195652174,0.05510735198438517
0.07608695652173911,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02556046195652174,0.04196486662329213
0.07608695652173911,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02556046195652174,0.03324658425504229
0.07608695652173911,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02556046195652174,0.028887443070917368
0.0869565217391304,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.029891304347826084,0.058620689655172406
0.0869565217391304,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.029891304347826084,0.047299934938191276
0.0869565217391304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.029891304347826084,0.04046844502277164
