Actions_taken,Liberal,Unconstitutional,Precedent_alteration,Unanimous,Year_of_decision,Lower_court_disagreement
0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.08571428571428896,1.0
0.0,0.0,0.0,0.0,0.0,0.6857142857142833,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,1.0,1.0,0.0,0.0,0.9142857142857181,1.0
0.0,1.0,0.0,0.0,1.0,0.5142857142857125,0.0
0.0,0.0,0.0,0.0,0.0,0.5142857142857125,0.0
0.0,1.0,1.0,0.0,0.0,0.8857142857142861,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.05714285714285694,0.0
0.0,0.0,0.0,0.0,0.0,0.22857142857142776,1.0
0.0,1.0,0.0,0.0,0.0,0.7714285714285722,0.0
0.0,1.0,0.0,0.0,0.0,0.11428571428571388,0.0
0.0,0.0,0.0,0.0,1.0,0.8857142857142861,0.0
0.0,1.0,0.0,1.0,0.0,0.5714285714285694,0.0
0.0,0.0,0.0,0.0,0.0,0.5714285714285694,1.0
0.0,1.0,0.0,0.0,1.0,0.6000000000000014,0.0
0.0,1.0,0.0,0.0,1.0,0.48571428571428754,1.0
0.0,0.0,0.0,0.0,1.0,0.3999999999999986,0.0
0.0,0.0,0.0,0.0,0.0,0.6857142857142833,0.0
0.0,1.0,0.0,0.0,0.0,0.2857142857142847,0.0
0.0,1.0,0.0,0.0,1.0,0.6857142857142833,0.0
0.0,1.0,0.0,0.0,1.0,0.1428571428571459,0.0
0.0,1.0,0.0,0.0,0.0,0.6000000000000014,0.0
0.0,1.0,1.0,0.0,0.0,0.6857142857142833,0.0
0.0,1.0,0.0,0.0,0.0,0.2857142857142847,0.0
0.0,1.0,0.0,0.0,0.0,0.37142857142857366,0.0
0.0,1.0,0.0,0.0,1.0,0.22857142857142776,0.0
0.0,0.0,0.0,0.0,1.0,0.22857142857142776,1.0
0.0,1.0,0.0,0.0,0.0,0.22857142857142776,1.0
0.0,0.0,0.0,0.0,0.0,0.6857142857142833,0.0
0.0,0.0,0.0,0.0,0.0,0.5142857142857125,0.0
0.0,1.0,1.0,0.0,0.0,0.6285714285714263,0.0
0.0,0.0,0.0,0.0,0.0,0.6285714285714263,0.0
0.0,1.0,0.0,0.0,0.0,0.8000000000000043,1.0
0.0,0.0,0.0,0.0,0.0,0.8857142857142861,1.0
0.0,0.0,0.0,0.0,0.0,0.9714285714285751,1.0
0.0,0.0,0.0,0.0,1.0,0.34285714285714164,0.0
0.0,1.0,0.0,0.0,1.0,0.7428571428571473,0.0
0.0,0.0,0.0,0.0,0.0,0.6857142857142833,1.0
0.0,0.0,0.0,0.0,1.0,0.11428571428571388,0.0
0.0,1.0,1.0,0.0,0.0,0.5714285714285694,1.0
0.0,0.0,0.0,0.0,0.0,0.7714285714285722,0.0
0.0,0.0,0.0,0.0,1.0,0.9142857142857181,1.0
0.0,1.0,0.0,0.0,0.0,0.9714285714285751,0.0
0.0,1.0,0.0,0.0,0.0,0.11428571428571388,0.0
0.0,1.0,0.0,0.0,1.0,0.2857142857142847,0.0
0.0,1.0,0.0,0.0,1.0,0.11428571428571388,0.0
0.0,1.0,0.0,0.0,0.0,0.6000000000000014,0.0
0.0,0.0,0.0,0.0,1.0,0.9142857142857181,0.0
0.0,1.0,0.0,0.0,0.0,0.3142857142857167,0.0
0.0,1.0,0.0,0.0,1.0,0.2857142857142847,0.0
0.09090909090909091,1.0,0.0,0.0,1.0,0.9714285714285751,0.0
0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.0
0.09090909090909091,1.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.5714285714285694,0.0
0.0,1.0,0.0,0.0,1.0,0.22857142857142776,0.0
0.0,1.0,0.0,0.0,0.0,0.3142857142857167,1.0
0.0,1.0,1.0,0.0,1.0,0.5142857142857125,0.0
0.0,1.0,0.0,0.0,0.0,0.22857142857142776,0.0
0.0,0.0,0.0,0.0,0.0,0.17142857142857082,0.0
0.0,0.0,0.0,0.0,0.0,0.5714285714285694,0.0
0.0,0.0,0.0,0.0,1.0,0.37142857142857366,1.0
0.0,0.0,0.0,0.0,0.0,0.5428571428571445,0.0
0.0,0.0,0.0,0.0,0.0,0.6571428571428584,1.0
0.0,1.0,0.0,0.0,0.0,0.028571428571432023,0.0
0.0,1.0,0.0,0.0,1.0,0.3999999999999986,0.0
0.0,1.0,0.0,0.0,1.0,0.7714285714285722,1.0
0.0,0.0,0.0,0.0,1.0,0.9428571428571431,0.0
0.0,0.0,0.0,0.0,1.0,0.9142857142857181,0.0
0.0,1.0,0.0,1.0,1.0,0.4285714285714306,0.0
0.0,1.0,0.0,0.0,0.0,0.11428571428571388,0.0
0.0,1.0,0.0,0.0,0.0,0.8857142857142861,0.0
0.0,0.0,0.0,0.0,0.0,0.028571428571432023,0.0
0.0,1.0,0.0,0.0,0.0,0.17142857142857082,0.0
0.0,1.0,0.0,0.0,1.0,0.7142857142857153,1.0
0.0,0.0,0.0,0.0,0.0,0.6571428571428584,0.0
0.0,0.0,0.0,0.0,0.0,0.6000000000000014,0.0
0.0,1.0,0.0,0.0,0.0,0.3999999999999986,0.0
0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.5142857142857125,0.0
0.0,1.0,0.0,0.0,1.0,0.34285714285714164,0.0
0.0,1.0,0.0,0.0,1.0,0.6000000000000014,0.0
0.0,0.0,0.0,0.0,0.0,0.9142857142857181,0.0
0.0,0.0,0.0,0.0,0.0,0.9428571428571431,0.0
0.0,0.0,0.0,0.0,0.0,0.9714285714285751,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1428571428571459,0.0
0.0,0.0,0.0,0.0,0.0,0.9714285714285751,0.0
0.0,1.0,0.0,0.0,1.0,0.8571428571428612,0.0
0.0,0.0,0.0,0.0,1.0,0.8000000000000043,0.0
0.0,1.0,0.0,0.0,1.0,0.5714285714285694,0.0
0.0,0.0,0.0,0.0,1.0,0.2571428571428598,0.0
0.0,0.0,0.0,0.0,1.0,0.5714285714285694,0.0
0.0,1.0,0.0,0.0,0.0,0.17142857142857082,0.0
0.0,1.0,0.0,0.0,0.0,0.5714285714285694,0.0
0.0,1.0,0.0,0.0,1.0,0.20000000000000284,1.0
0.0,1.0,0.0,0.0,1.0,0.2571428571428598,0.0
0.0,1.0,0.0,0.0,1.0,0.11428571428571388,0.0
0.4545454545454546,1.0,0.0,0.0,0.0,0.8857142857142861,0.0
0.0,1.0,0.0,0.0,0.0,0.028571428571432023,1.0
0.18181818181818182,0.0,0.0,0.0,0.0,0.6285714285714263,0.0
0.0,1.0,0.0,0.0,1.0,0.6571428571428584,0.0
0.0,1.0,0.0,0.0,0.0,0.3999999999999986,1.0
0.0,0.0,0.0,1.0,0.0,0.8857142857142861,0.0
0.0,1.0,0.0,0.0,1.0,0.9714285714285751,0.0
0.0,0.0,0.0,0.0,1.0,0.6857142857142833,1.0
0.0,1.0,1.0,0.0,0.0,0.7714285714285722,1.0
0.0,1.0,0.0,0.0,0.0,0.2571428571428598,0.0
0.0,1.0,0.0,0.0,1.0,0.6285714285714263,0.0
0.0,1.0,0.0,0.0,1.0,0.05714285714285694,0.0
0.0,1.0,0.0,0.0,0.0,0.8285714285714292,1.0
0.0,0.0,0.0,0.0,0.0,0.6857142857142833,0.0
0.0,0.0,0.0,0.0,0.0,0.6857142857142833,0.0
0.0,0.0,0.0,0.0,1.0,0.2571428571428598,0.0
0.0,1.0,0.0,0.0,1.0,0.6571428571428584,0.0
0.0,0.0,0.0,0.0,0.0,0.9714285714285751,0.0
0.0,0.0,0.0,0.0,1.0,0.8285714285714292,0.0
0.0,1.0,0.0,0.0,1.0,0.37142857142857366,0.0
0.0,0.0,0.0,0.0,0.0,0.9714285714285751,0.0
0.0,1.0,0.0,0.0,0.0,0.7142857142857153,0.0
0.09090909090909091,0.0,0.0,0.0,0.0,0.7142857142857153,0.0
0.0,0.0,0.0,0.0,1.0,0.8285714285714292,0.0
0.0,1.0,0.0,0.0,1.0,0.2571428571428598,0.0
0.0,1.0,1.0,0.0,0.0,0.4571428571428555,1.0
0.0,1.0,0.0,0.0,1.0,0.5428571428571445,0.0
0.0,0.0,0.0,0.0,1.0,0.8285714285714292,0.0
0.0,0.0,0.0,0.0,0.0,0.11428571428571388,0.0
0.0,1.0,0.0,0.0,1.0,0.5428571428571445,0.0
0.0,0.0,0.0,0.0,0.0,0.6000000000000014,0.0
0.5454545454545454,0.0,0.0,0.0,0.0,0.8285714285714292,1.0
0.0,0.0,0.0,0.0,0.0,0.5142857142857125,0.0
0.0,0.0,0.0,0.0,1.0,0.8285714285714292,0.0
0.0,1.0,0.0,0.0,0.0,0.9142857142857181,1.0
0.0,1.0,0.0,0.0,0.0,0.7714285714285722,1.0
0.0,1.0,0.0,0.0,0.0,0.48571428571428754,0.0
0.0,0.0,0.0,0.0,0.0,0.6000000000000014,0.0
0.0,0.0,0.0,0.0,1.0,0.7714285714285722,0.0
0.0,1.0,0.0,0.0,1.0,0.48571428571428754,0.0
0.0,1.0,1.0,0.0,1.0,0.7428571428571473,0.0
0.0,0.0,0.0,0.0,0.0,0.9142857142857181,0.0
0.0,1.0,0.0,0.0,0.0,0.22857142857142776,1.0
0.0,1.0,0.0,0.0,1.0,0.3142857142857167,0.0
0.0,1.0,0.0,0.0,1.0,0.8000000000000043,0.0
0.0,0.0,0.0,0.0,0.0,0.5714285714285694,0.0
0.0,0.0,0.0,0.0,0.0,0.9428571428571431,0.0
0.0,1.0,0.0,0.0,0.0,0.9428571428571431,0.0
0.0,1.0,0.0,0.0,1.0,0.2571428571428598,0.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2727272727272727,1.0,1.0,0.0,1.0,0.5142857142857125,0.0
0.0,1.0,0.0,0.0,0.0,0.8571428571428612,0.0
0.0,0.0,0.0,0.0,0.0,0.8285714285714292,1.0
0.0,0.0,0.0,0.0,0.0,0.6857142857142833,0.0
0.0,0.0,0.0,0.0,0.0,0.7714285714285722,0.0
0.0,1.0,0.0,0.0,0.0,0.2571428571428598,0.0
0.0,1.0,0.0,1.0,0.0,0.3142857142857167,0.0
0.0,1.0,0.0,0.0,1.0,0.9142857142857181,0.0
0.0,1.0,0.0,0.0,0.0,0.3999999999999986,0.0
0.0,0.0,0.0,0.0,0.0,0.5714285714285694,0.0
0.0,1.0,0.0,0.0,0.0,0.6000000000000014,0.0
0.0,1.0,0.0,0.0,1.0,0.17142857142857082,1.0
0.0,1.0,1.0,0.0,0.0,0.20000000000000284,0.0
0.0,1.0,0.0,0.0,1.0,0.7428571428571473,1.0
0.0,0.0,0.0,0.0,0.0,0.1428571428571459,0.0
0.0,1.0,1.0,0.0,1.0,0.4285714285714306,0.0
0.0,0.0,0.0,0.0,0.0,0.7142857142857153,1.0
0.0,0.0,0.0,0.0,0.0,0.9714285714285751,0.0
0.0,0.0,0.0,0.0,0.0,0.6857142857142833,0.0
0.0,0.0,0.0,0.0,1.0,0.9714285714285751,0.0
0.0,0.0,0.0,0.0,0.0,0.17142857142857082,0.0
0.0,0.0,0.0,0.0,0.0,0.4571428571428555,0.0
0.0,0.0,0.0,0.0,0.0,0.6571428571428584,0.0
0.0,1.0,0.0,0.0,1.0,0.9714285714285751,0.0
0.0,0.0,0.0,0.0,1.0,0.6571428571428584,1.0
0.0,1.0,0.0,0.0,0.0,0.6285714285714263,0.0
0.0,0.0,0.0,0.0,0.0,0.8571428571428612,1.0
0.0,1.0,0.0,0.0,0.0,0.9428571428571431,0.0
0.0,1.0,0.0,0.0,0.0,0.2857142857142847,0.0
0.0,1.0,0.0,0.0,1.0,0.3999999999999986,1.0
0.0,0.0,0.0,0.0,0.0,0.9428571428571431,0.0
0.0,1.0,1.0,0.0,0.0,0.9714285714285751,1.0
0.0,1.0,0.0,1.0,0.0,0.2571428571428598,0.0
0.0,1.0,1.0,1.0,0.0,0.6571428571428584,0.0
0.0,1.0,0.0,0.0,1.0,0.6285714285714263,0.0
0.0,0.0,0.0,0.0,0.0,0.37142857142857366,1.0
0.0,0.0,0.0,0.0,0.0,0.3142857142857167,1.0
0.0,1.0,0.0,0.0,0.0,0.3999999999999986,1.0
0.0,0.0,0.0,0.0,0.0,0.37142857142857366,0.0
0.0,0.0,0.0,0.0,1.0,0.9714285714285751,0.0
0.0,1.0,0.0,0.0,0.0,0.11428571428571388,0.0
0.0,1.0,0.0,0.0,0.0,0.4285714285714306,1.0
0.0,0.0,0.0,0.0,1.0,0.4285714285714306,0.0
0.0,0.0,0.0,0.0,1.0,0.5714285714285694,1.0
0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.0
0.0,0.0,0.0,0.0,1.0,0.9714285714285751,1.0
0.0,1.0,1.0,0.0,1.0,0.8571428571428612,0.0
0.0,0.0,0.0,0.0,1.0,0.11428571428571388,0.0
0.0,0.0,0.0,0.0,1.0,0.6571428571428584,0.0
0.0,1.0,0.0,0.0,0.0,0.4285714285714306,1.0
0.0,0.0,0.0,0.0,1.0,0.8571428571428612,0.0
0.0,0.0,0.0,0.0,0.0,0.7142857142857153,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.7428571428571473,0.0
0.0,0.0,0.0,0.0,0.0,0.8571428571428612,0.0
0.0,0.0,0.0,0.0,0.0,0.9714285714285751,0.0
0.0,1.0,0.0,0.0,1.0,0.2857142857142847,0.0
0.0,0.0,0.0,0.0,0.0,0.22857142857142776,1.0
0.0,0.0,0.0,0.0,0.0,0.5142857142857125,0.0
0.0,0.0,0.0,0.0,0.0,0.6571428571428584,0.0
0.0,1.0,0.0,0.0,1.0,0.3999999999999986,0.0
0.0,0.0,0.0,0.0,0.0,0.08571428571428896,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.3142857142857167,0.0
0.0,1.0,0.0,0.0,1.0,0.20000000000000284,0.0
0.0,0.0,0.0,0.0,0.0,0.6857142857142833,0.0
0.0,0.0,0.0,0.0,0.0,0.37142857142857366,0.0
0.0,1.0,0.0,0.0,0.0,0.6000000000000014,0.0
0.0,0.0,0.0,0.0,0.0,0.6571428571428584,0.0
0.0,0.0,0.0,0.0,1.0,0.7428571428571473,0.0
0.0,0.0,0.0,0.0,1.0,0.7142857142857153,0.0
0.0,1.0,0.0,0.0,0.0,0.6571428571428584,0.0
0.0,1.0,0.0,0.0,0.0,0.5428571428571445,0.0
0.0,1.0,1.0,0.0,0.0,0.3142857142857167,0.0
0.0,0.0,0.0,0.0,0.0,0.08571428571428896,0.0
0.0,0.0,0.0,0.0,0.0,0.6285714285714263,1.0
0.0,1.0,1.0,0.0,0.0,0.3999999999999986,1.0
0.0,1.0,0.0,0.0,0.0,0.9428571428571431,0.0
0.0,1.0,0.0,1.0,0.0,0.20000000000000284,0.0
0.0,0.0,0.0,0.0,0.0,0.5142857142857125,0.0
0.0,1.0,0.0,0.0,1.0,0.6571428571428584,0.0
0.0,0.0,0.0,0.0,0.0,0.48571428571428754,0.0
0.0,1.0,0.0,0.0,1.0,0.8000000000000043,0.0
0.0,1.0,0.0,0.0,0.0,0.6857142857142833,0.0
0.0,1.0,1.0,0.0,0.0,0.5714285714285694,1.0
0.0,0.0,0.0,0.0,0.0,0.6000000000000014,1.0
0.0,0.0,0.0,0.0,0.0,0.4571428571428555,0.0
0.0,1.0,1.0,0.0,1.0,0.6857142857142833,1.0
0.0,1.0,0.0,1.0,0.0,0.37142857142857366,0.0
0.0,1.0,0.0,0.0,0.0,0.1428571428571459,0.0
0.0,1.0,0.0,0.0,0.0,0.8857142857142861,0.0
0.0,0.0,0.0,0.0,0.0,0.5142857142857125,0.0
0.0,0.0,0.0,0.0,0.0,0.4285714285714306,0.0
0.0,1.0,0.0,0.0,0.0,0.6000000000000014,1.0
0.0,0.0,0.0,0.0,0.0,0.4285714285714306,0.0
0.0,1.0,0.0,0.0,0.0,0.1428571428571459,1.0
0.0,1.0,0.0,0.0,1.0,0.22857142857142776,0.0
0.0,1.0,0.0,0.0,1.0,0.2571428571428598,1.0
0.0,1.0,0.0,0.0,0.0,0.5142857142857125,0.0
0.0,1.0,0.0,0.0,0.0,0.6571428571428584,0.0
0.0,1.0,0.0,0.0,1.0,0.6571428571428584,0.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.3142857142857167,0.0
0.0,1.0,1.0,0.0,0.0,0.7428571428571473,0.0
0.0,0.0,0.0,0.0,0.0,0.17142857142857082,1.0
0.0,0.0,0.0,0.0,0.0,0.37142857142857366,0.0
0.0,0.0,0.0,0.0,0.0,0.8000000000000043,0.0
0.0,1.0,0.0,0.0,1.0,0.3142857142857167,0.0
0.0,1.0,0.0,0.0,0.0,0.5142857142857125,0.0
0.0,0.0,0.0,0.0,1.0,0.3142857142857167,1.0
0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.0
0.0,1.0,0.0,0.0,1.0,0.8571428571428612,1.0
0.0,0.0,0.0,0.0,0.0,0.8571428571428612,1.0
0.0,1.0,1.0,1.0,0.0,0.2857142857142847,0.0
0.0,1.0,0.0,0.0,0.0,0.6000000000000014,1.0
0.2727272727272727,0.0,0.0,0.0,0.0,0.4571428571428555,0.0
0.0,0.0,0.0,0.0,1.0,0.6285714285714263,1.0
0.0,0.0,0.0,0.0,0.0,0.5714285714285694,0.0
0.0,1.0,0.0,0.0,0.0,0.1428571428571459,0.0
0.0,1.0,0.0,0.0,1.0,0.6285714285714263,0.0
0.0,1.0,0.0,0.0,1.0,0.8857142857142861,0.0
0.0,1.0,1.0,0.0,0.0,0.7714285714285722,1.0
0.0,0.0,0.0,0.0,1.0,0.9714285714285751,0.0
0.0,1.0,1.0,0.0,1.0,0.7428571428571473,0.0
0.0,0.0,0.0,0.0,0.0,0.8285714285714292,0.0
0.0,1.0,1.0,0.0,0.0,0.7428571428571473,0.0
0.0,1.0,0.0,0.0,0.0,0.05714285714285694,1.0
0.18181818181818182,1.0,0.0,0.0,0.0,0.3142857142857167,0.0
0.0,0.0,0.0,0.0,0.0,0.5142857142857125,0.0
0.09090909090909091,0.0,0.0,0.0,0.0,0.7142857142857153,1.0
0.0,0.0,0.0,0.0,0.0,0.7142857142857153,1.0
0.0,1.0,1.0,0.0,1.0,0.5428571428571445,0.0
0.0,0.0,0.0,0.0,0.0,0.22857142857142776,0.0
0.0,0.0,0.0,0.0,0.0,0.6571428571428584,0.0
0.0,0.0,0.0,0.0,0.0,0.6000000000000014,1.0
0.0,0.0,0.0,0.0,0.0,0.6000000000000014,0.0
0.0,1.0,0.0,0.0,1.0,0.11428571428571388,0.0
0.0,0.0,0.0,0.0,0.0,0.22857142857142776,1.0
0.0,0.0,0.0,0.0,0.0,0.6571428571428584,0.0
0.0,1.0,1.0,0.0,1.0,0.8000000000000043,0.0
0.0,0.0,0.0,0.0,0.0,0.7428571428571473,0.0
0.0,1.0,0.0,0.0,1.0,0.17142857142857082,0.0
0.0,0.0,0.0,0.0,0.0,0.9714285714285751,0.0
0.0,0.0,0.0,0.0,0.0,0.17142857142857082,0.0
0.0,1.0,0.0,0.0,0.0,0.6857142857142833,0.0
0.0,1.0,0.0,0.0,0.0,0.4285714285714306,0.0
0.0,1.0,0.0,0.0,0.0,0.2857142857142847,0.0
0.09090909090909091,1.0,0.0,0.0,0.0,0.7142857142857153,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.9428571428571431,0.0
0.0,0.0,0.0,0.0,0.0,0.05714285714285694,0.0
0.0,1.0,0.0,1.0,1.0,0.6285714285714263,0.0
0.0,0.0,0.0,0.0,1.0,0.48571428571428754,0.0
0.0,1.0,0.0,0.0,1.0,0.37142857142857366,0.0
0.0,0.0,0.0,0.0,0.0,0.7714285714285722,0.0
0.0,1.0,0.0,0.0,0.0,0.6000000000000014,0.0
0.0,1.0,0.0,0.0,1.0,0.028571428571432023,0.0
0.0,0.0,0.0,0.0,0.0,0.9428571428571431,0.0
0.0,0.0,0.0,0.0,1.0,0.48571428571428754,0.0
0.0,1.0,1.0,0.0,1.0,0.2857142857142847,0.0
0.0,1.0,0.0,0.0,1.0,0.6571428571428584,0.0
0.0,1.0,0.0,0.0,1.0,0.7714285714285722,0.0
0.0,0.0,0.0,0.0,1.0,0.9714285714285751,0.0
0.0,0.0,0.0,0.0,0.0,0.5714285714285694,0.0
0.0,0.0,0.0,0.0,1.0,0.5142857142857125,0.0
0.0,1.0,1.0,0.0,0.0,0.3142857142857167,1.0
0.0,1.0,0.0,0.0,1.0,0.9142857142857181,1.0
0.0,1.0,1.0,0.0,1.0,0.22857142857142776,0.0
0.0,0.0,0.0,0.0,0.0,0.6285714285714263,1.0
0.0,1.0,0.0,0.0,1.0,0.17142857142857082,0.0
0.0,1.0,1.0,0.0,0.0,0.7714285714285722,0.0
0.0,1.0,0.0,0.0,1.0,0.6571428571428584,0.0
0.18181818181818182,0.0,0.0,0.0,0.0,0.7714285714285722,1.0
0.0,1.0,1.0,0.0,0.0,0.7714285714285722,0.0
0.0,0.0,0.0,0.0,1.0,0.6000000000000014,0.0
0.0,1.0,0.0,0.0,0.0,0.8571428571428612,1.0
0.0,0.0,0.0,0.0,0.0,0.5714285714285694,0.0
0.0,0.0,0.0,0.0,0.0,0.9714285714285751,1.0
0.0,1.0,0.0,0.0,0.0,0.4285714285714306,0.0
0.0,1.0,0.0,0.0,0.0,0.5142857142857125,0.0
0.0,0.0,0.0,0.0,1.0,0.6571428571428584,0.0
0.0,0.0,0.0,0.0,0.0,0.6571428571428584,0.0
0.0,1.0,0.0,0.0,1.0,0.2571428571428598,0.0
0.0,1.0,0.0,0.0,1.0,0.7428571428571473,0.0
0.0,0.0,0.0,0.0,0.0,0.11428571428571388,0.0
0.0,1.0,1.0,0.0,0.0,0.5714285714285694,1.0
0.0,0.0,0.0,0.0,0.0,0.6285714285714263,1.0
0.0,0.0,0.0,0.0,0.0,0.7428571428571473,0.0
0.0,1.0,0.0,0.0,0.0,0.8857142857142861,0.0
0.0,0.0,0.0,0.0,1.0,0.9428571428571431,1.0
0.0,0.0,0.0,0.0,0.0,0.9142857142857181,0.0
0.0,0.0,0.0,0.0,0.0,0.8000000000000043,0.0
0.0,1.0,0.0,0.0,1.0,0.05714285714285694,0.0
0.0,1.0,1.0,0.0,0.0,0.5714285714285694,0.0
0.0,1.0,1.0,0.0,1.0,0.2857142857142847,0.0
0.0,1.0,0.0,0.0,0.0,0.2571428571428598,0.0
0.0,0.0,0.0,0.0,0.0,0.6000000000000014,0.0
0.0,0.0,0.0,0.0,0.0,0.17142857142857082,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5142857142857125,1.0
0.0,1.0,0.0,0.0,0.0,0.11428571428571388,0.0
0.0,1.0,0.0,0.0,1.0,0.1428571428571459,0.0
0.0,1.0,1.0,0.0,0.0,0.8285714285714292,1.0
0.0,1.0,0.0,0.0,0.0,0.5142857142857125,0.0
0.0,1.0,1.0,0.0,1.0,0.5142857142857125,0.0
0.0,1.0,0.0,0.0,0.0,0.20000000000000284,0.0
0.0,0.0,0.0,0.0,0.0,0.8285714285714292,1.0
0.0,1.0,0.0,0.0,1.0,0.6571428571428584,0.0
0.0,1.0,0.0,0.0,0.0,0.9714285714285751,0.0
0.0,1.0,0.0,0.0,1.0,0.5714285714285694,0.0
0.0,0.0,0.0,0.0,0.0,0.9714285714285751,0.0
0.0,1.0,0.0,0.0,0.0,0.37142857142857366,1.0
0.0,1.0,0.0,0.0,0.0,0.2571428571428598,0.0
0.0,0.0,0.0,0.0,0.0,0.08571428571428896,0.0
0.0,1.0,0.0,0.0,0.0,0.08571428571428896,0.0
0.0,1.0,0.0,0.0,0.0,0.1428571428571459,0.0
0.0,0.0,0.0,1.0,1.0,0.5428571428571445,0.0
0.18181818181818182,0.0,0.0,0.0,0.0,0.8857142857142861,0.0
0.0,1.0,0.0,0.0,0.0,0.3999999999999986,0.0
0.0,1.0,0.0,0.0,0.0,0.1428571428571459,1.0
0.0,1.0,0.0,0.0,1.0,0.08571428571428896,0.0
0.0,0.0,0.0,0.0,1.0,0.8857142857142861,1.0
0.0,0.0,0.0,0.0,1.0,0.8000000000000043,0.0
0.0,0.0,0.0,0.0,0.0,0.6571428571428584,0.0
0.2727272727272727,0.0,0.0,1.0,0.0,0.6857142857142833,1.0
0.0,0.0,0.0,0.0,0.0,0.8571428571428612,0.0
0.0,1.0,0.0,0.0,1.0,0.3142857142857167,0.0
0.0,1.0,0.0,0.0,0.0,0.1428571428571459,0.0
0.0,1.0,0.0,0.0,0.0,0.2571428571428598,0.0
0.0,1.0,0.0,0.0,0.0,0.4571428571428555,1.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,0.0,1.0,0.5714285714285694,0.0
0.0,1.0,0.0,0.0,0.0,0.37142857142857366,0.0
0.0,0.0,0.0,0.0,0.0,0.2571428571428598,0.0
0.0,0.0,0.0,0.0,0.0,0.6000000000000014,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.3999999999999986,0.0
