theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2
0.8564968388078518,0.4449170337625572,0.6822398788491733,0.45633821498824134,0.39416725791498863,0.6866394963101942,0.2626734447268636,0.6382973935308356
0.8059318247899436,0.7018031013917345,0.7834389175806129,0.9846769711544201,0.3452447980318727,0.6760229474725308,0.8584741030876286,0.8477951031185613
0.04294058783954435,0.6265449485180864,0.912389836956839,0.8443161062777967,0.5231412028352325,0.7480733843701649,0.6162515104796034,0.9712073173171171
0.6674413126110238,0.3648693347463228,0.3770997239191698,0.9536515583404407,0.9495311847448912,0.0885640956526722,0.02925621900912534,0.7643867562827975
0.9196880511393662,0.3719007452705819,0.4604906735831025,0.23731793275333563,0.6673298199827958,0.4516186542661457,0.9046701945914413,0.22521970621378518
0.9253182945904246,0.9912576580441386,0.8293788101728066,0.948208475536237,0.4756483522081732,0.7584734476179157,0.3844360181674236,0.015195235142325625
0.8328112431900132,0.4074552012050054,0.5577854210431642,0.1550323579308433,0.8252581283156559,0.011535020788983885,0.6089837076544856,0.8364097204163417
0.24979333931826914,0.7881726190444587,0.2553561962715557,0.20330622580118873,0.08866204175159503,0.48745073361023683,0.038773282220092464,0.7065705160262181
0.32079229301566486,0.9261320950561116,0.12169550666907919,0.1996821906034002,0.18515111458047545,0.7292813209016837,0.8295470644610192,0.6812592933394678
0.24192590776831935,0.576101539864835,0.7742897272779852,0.24435642933980273,0.9512014501990256,0.15498378480483405,0.16360681695070622,0.7008794916418288
0.46822412947835557,0.5218794814059317,0.1755243705139518,0.7286106715514165,0.04315758974459666,0.9070515405496612,0.13315721488395343,0.9497126149373554
0.04724305630720976,0.928777203013363,0.5413208581375395,0.49007747598854506,0.3975987977272715,0.3428672773541216,0.41413392224676027,0.13202293079420963
0.7493603865164915,0.014980273186240067,0.4060197612959403,0.9215368922856941,0.24883665148790268,0.7924303797199695,0.003915163131797128,0.8651132203796683
0.9762130637140984,0.2768350768286525,0.9466916729500746,0.24355925301527637,0.5556109509979404,0.3129657358493769,0.9394608108671194,0.9321736245857588
0.06153209050411412,0.05471821530074428,0.75734628113338,0.5282854342223419,0.49626730827501775,0.20164306195520448,0.23965665236051498,0.8152384095803912
0.08715111750636167,0.5861029893117887,0.7336605304169123,0.5174616101900622,0.6003454093039226,0.9585830699779059,0.08106921121713395,0.5488021177145219
0.44805388776759775,0.5594299797661452,0.7944484565102385,0.9867180608851708,0.6481805383163406,0.6968530529774197,0.8959714988124505,0.0374675774972828
0.9343959777835789,0.5403649739285374,0.6175463349381007,0.3637309974254256,0.09415813049137906,0.8374357706356399,0.28744031001291714,0.8784672907790069
0.5361971887780332,0.8096560244696377,0.04481047101416591,0.242621741823637,0.8030845915822866,0.44606192549075374,0.5267477811575482,0.7512610603241917
0.45244920763270324,0.4215817342075321,0.7968956692506022,0.1094630533312288,0.01279617030286595,0.768174177513939,0.3972282178424101,0.013118194608362777
0.7495468851804925,0.1523193540457356,0.8546343958615998,0.3373048012298534,0.9890245384415773,0.6705962161714736,0.6696187341139215,0.8877056203449954
0.6422754004282838,0.45073234236467974,0.34387557419559556,0.6649028864149746,0.4094217299545592,0.9971519941081961,0.2092445518563273,0.6980664853006875
0.05366731185123408,0.892330514256346,0.4665354800744776,0.8133848690362655,0.7114001520883493,0.9352105852963837,0.32668944539355804,0.509032459175985
0.9889092985103453,0.635439402764143,0.2803568197483488,0.3108205079909963,0.9089863200085331,0.839978149812273,0.009770407100295808,0.2786043154434465
0.30168533245044926,0.8333651008215125,0.2098912072792375,0.22222384339796075,0.004523381328369103,0.7641936017896143,0.5043160131672153,0.7534572889786828
0.3487734595687875,0.1509131781274738,0.23803972528816564,0.22160679443594805,0.6377264542984062,0.04761011581979058,0.8268377849077044,0.15695158461856468
0.5607977685952168,0.21992384297764184,0.18882909997012615,0.30026568122762504,0.5329253233469413,0.14162110564709024,0.6153639734988958,0.05746617724523745
0.01365180832075863,0.42920513497111984,0.8203903972900249,0.907237326421819,0.9385445792390382,0.49067891578922795,0.2854935622317596,0.15744584025124525
0.34693102255386976,0.18895744413125298,0.1474334246174107,0.6948573505360712,0.8057196044853858,0.7193524321731546,0.9812608858702446,0.4333046615057377
0.3407213863827855,0.8349889592493032,0.47865693017006855,0.4990761508984482,0.6243409814421436,0.1402420712152695,0.44057669069544564,0.5400155361298367
0.20434231498165262,0.98626396818225,0.9667437478543113,0.19614357662907161,0.7174775834190799,0.05204753981106325,0.39420475853160547,0.18796466697338854
0.053525912437418166,0.5124564834080798,0.9282906176559077,0.037519548063365604,0.9734622811872655,0.18762402820255408,0.6619367473644735,0.7816998726437425
0.6015762453229425,0.5029156182953123,0.7036227450701558,0.7713043051500774,0.5303908713027964,0.5576928791097773,0.40859202466769445,0.983879598327699
0.719743443630182,0.30190891632868355,0.03396754630840715,0.041627194721923444,0.005925661380013381,0.3256343876747537,0.8301304221009209,0.4884320844418662
0.1838343594739199,0.3470137941689757,0.5161666205912895,0.8042294116944838,0.8479376533287767,0.08377382137391942,0.5331288803700154,0.9920035606409154
0.37707934072324345,0.8314789615163869,0.5366299248697198,0.6621121060708757,0.5101354201878445,0.2215618586349098,0.9617609067044459,0.7074198355704027
0.6887902364898564,0.132450515721721,0.18032726429526158,0.4341806924159483,0.02986392178859293,0.5455216665994571,0.8800841701737573,0.02941362778633483
0.33251915922263753,0.9955497200125087,0.9094804554617363,0.9547665440615669,0.6881968615460051,0.06701396332054937,0.8970665444393516,0.44439415761503737
0.10897119590477589,0.27336675733231675,0.7024132000914787,0.44732760232971797,0.9676838791125809,0.09865030785524331,0.5202600108337847,0.7195220139625133
0.3895219585596255,0.9307148428146454,0.08526456375461433,0.023730917840434795,0.2509967199648063,0.08849750510969667,0.9101929247051961,0.04439299073833286
0.539291262630443,0.8049896547714679,0.6780803600565215,0.5616347287677192,0.9474225906918322,0.6594729424848725,0.7476786532772199,0.7869516512972335
0.9829543404579537,0.564178113138626,0.5330249024590455,0.08500472867487013,0.9824286482232567,0.8440231936718291,0.9853577232384683,0.29217259106639193
0.7424652417425925,0.14384539869613483,0.541205979222039,0.5591543298877454,0.26293268365888695,0.6422182981261262,0.7949514563106796,0.266465463783481
0.03014619585171796,0.6161222037752517,0.8722761360145135,0.782777277423993,0.3375143478323165,0.7867049195289104,0.7943905996083169,0.8354645502857181
0.5232828858426557,0.7842914991794431,0.07500160512110576,0.5684991995076342,0.3063070497142108,0.4283438003408587,0.7865336055668986,0.7909265334426864
0.4804473527270721,0.9332460656541066,0.5939661773125551,0.12699085170530738,0.5787720537392985,0.4754466607097756,0.3167156964873536,0.8877589632800571
0.7757800578543793,0.0005142085621432924,0.4662319662653952,0.7106608074427884,0.3888189591446967,0.8211744131011987,0.02716446518604937,0.5979284604562155
0.37570620119995846,0.7554244092176331,0.28900669799792317,0.6588570799471025,0.8067926074236733,0.7515079707022836,0.3335605650235426,0.9858741240089883
0.30756760112313053,0.6865156834938786,0.04664959489927001,0.14777128865343525,0.7977922778812279,0.522624070650709,0.10017584066002744,0.6566990391603822
0.9084893767389741,0.18203832592593372,0.9481604250891307,0.9244311331178349,0.8898136891188906,0.6988093823156742,0.7697304054335598,0.38978099391223753
0.3585700778678348,0.7837828654132755,0.5343609999612648,0.5372026671583251,0.3527361840258412,0.546998066486545,0.6867552814700613,0.8859244664039527
0.6826885732295096,0.5975873344882894,0.601959945728335,0.4511694351189995,0.530491166829669,0.24355981900106755,0.6212333847243635,0.7043101091529809
0.6837362022823404,0.19967193653015136,0.08270167617092916,0.9598408830750579,0.9634223805488236,0.49600536332436973,0.7926396933205551,0.40920949104172083
0.19573339870071715,0.30944312035665944,0.5625739881236956,0.6226278698679287,0.9586410964370677,0.15860700012522205,0.05344389349556222,0.26788071852933526
0.6085767101105091,0.14696011684772364,0.8490077167855341,0.7862132267601879,0.07951073825467736,0.7238450387657775,0.47813075544814365,0.6813026344742054
0.14048230729886269,0.8154296548351798,0.0033824279300623816,0.09626627015655692,0.2360309292300965,0.628702009707893,0.6647176965706905,0.5176773485894127
0.756828291767742,0.5159314395662914,0.2876968661137975,0.6485229688915535,0.13887799553286906,0.2356562378624807,0.8080678361598399,0.7010311856134104
0.9473315038955141,0.9245525695296517,0.596507309535799,0.8289487751206708,0.2706904630628556,0.9878555828874509,0.9859385807741989,0.046617557827075495
0.1969287941203312,0.4018875728240907,0.05369143364110979,0.4757041613665274,0.8481929027913466,0.3731638520002632,0.5279119963331805,0.3115794176285065
0.41670195019769396,0.6881411347205195,0.3450439962368532,0.2951396119701132,0.38346668039317966,0.8895814718048743,0.5604525188549523,0.20373333866762683
0.3796200202469105,0.5290088490594788,0.9082910739878585,0.970462826514005,0.47069990888496316,0.6123003079613637,0.048470352931372085,0.679929053896368
0.06718355713173019,0.031533700703539225,0.4014490131290947,0.11529636787366149,0.04424730860402948,0.21635559243828567,0.4747181132547189,0.3318205610343195
0.37179556562949007,0.03589823501959405,0.6975124071881833,0.09569352350609023,0.610961080559596,0.32682107890475276,0.770879619984166,0.6981156608189474
0.09639964727080563,0.007966914382283363,0.6238925327643687,0.0010303603475741996,0.757530787808097,0.03829009281289064,0.20844535188966207,0.26732061771118804
0.5700006685300616,0.8750510359298254,0.27438417737941295,0.9466793825796413,0.7813952858979714,0.017604311034610076,0.5982282595108129,0.07554443133097288
0.6442685219967614,0.9472465020809916,0.7126472400141569,0.4169738868381016,0.8610673460583063,0.6931070033088337,0.9445960248343681,0.23318697365525792
0.30102741397715965,0.7774007858869527,0.35349834155173027,0.36383843716300734,0.8959096936953383,0.12616042643416392,0.8097620734197258,0.17625839317743858
0.10243896745001418,0.49825827445729354,0.4891793612732298,0.314819388495459,0.11064268206158778,0.8170312078834714,0.40253093878911617,0.12540007201296233
0.7727557551949031,0.17524663162863147,0.8909639906335214,0.8088808891235173,0.018038601572570145,0.8510544652275328,0.13917413225551062,0.07364909016956384
0.8920069272448286,0.19064421811362703,0.4739988952521844,0.2244710582548869,0.7738877146470208,0.8714062330870633,0.13899662485936914,0.08658475192201259
0.08855370418712055,0.15670061274971764,0.4308999343624857,0.001243382839619056,0.3380407666823566,0.628762763629572,0.6882120088337014,0.3718952744827402
0.6887987257604795,0.2777437685726982,0.20630210342498356,0.9129528551778658,0.9900784374699843,0.37774878332976064,0.572978040751698,0.7071656231454995
0.52802520464448,0.4760153694470386,0.9452478598827438,0.9837628048934157,0.9815546443462244,0.15941378036900178,0.6065161048377016,0.36022984137144687
0.548436329409168,0.48805507048931307,0.13477896819100993,0.05382306399561754,0.9625552753059146,0.9247524211366343,0.581759239968332,0.2857972768431651
0.22878159865699743,0.6846391009818542,0.5316991520184995,0.80790782996932,0.6652628830665597,0.7203796775213673,0.24221675903162632,0.8412872650410408
0.8327056578866385,0.6351019948743732,0.6164625465551448,0.1504506500104124,0.8260798617725987,0.8222019237503795,0.2945331055460644,0.07750395071112798
0.7076215610495286,0.5960545310614358,0.8598365800997881,0.7514865813073426,0.4845327316309273,0.03425884460367218,0.467387807825326,0.12586265527795004
0.8092039080357314,0.6854779750429657,0.62174034393633,0.8394250780264514,0.3280603004302094,0.9364697036906549,0.48445601900079166,0.9763565775172864
0.1635601241980293,0.639977552154871,0.49509257436486287,0.6785864644500478,0.3681981457532804,0.34404415244830344,0.19177465727738652,0.0941569482506851
0.19594377343834568,0.8471725431210468,0.09120377715506739,0.8269355401367005,0.43457123131597813,0.5652674870480068,0.6937930747114462,0.16418705366966052
0.17342704426942407,0.4536577829195684,0.47277528888200265,0.6623787157900601,0.9900749881529225,0.31997313031795793,0.6925688570357098,0.5842610003133898
0.6975511637728866,0.3627671057305185,0.0746612133229827,0.8472774637855132,0.28933826709494803,0.3144837879884456,0.44978040751697984,0.2193961579751022
0.9775838156300206,0.3115495968360643,0.9378197308384357,0.1619156637852479,0.5036254975639861,0.8377103571375512,0.901048377015709,0.35218089256066093
0.7708000394751084,0.30953178615932125,0.04940721948983151,0.48698427267940114,0.41365324599308756,0.09716143882265799,0.5008983707654485,0.32370159962126516
0.6263670378600247,0.11311207941482693,0.4145515769187299,0.28684977404494694,0.07336564724312006,0.4744677001377443,0.8657569065377724,0.24619348149333542
0.4809402610026253,0.21231398100428084,0.3930710768850356,0.3314401832577055,0.4330453065142741,0.9274863476121853,0.5243285136880703,0.09277836677268575
0.4447375011407458,0.8253708433923005,0.9561130705674912,0.5590962328444604,0.28300664762997424,0.9273483911088095,0.20814033918079916,0.14207474011988824
0.7202230874203865,0.3616526774683205,0.3582510918803158,0.22531014934123528,0.8744737801490212,0.9527965905641997,0.846681111712988,0.645817913891167
0.5292946158923391,0.810757179408084,0.5356649950413697,0.44627734573444344,0.3160893129013479,0.7967537242949893,0.6555098129088712,0.7609428030378802
0.28569313833478716,0.08414782872315402,0.9921327841077623,0.8257494584904583,0.5009602368035763,0.0549271165180627,0.7834568107004458,0.07521353843691864
0.19001003856251186,0.12857629798505632,0.11805625936210096,0.04683682821977664,0.5538796591650211,0.22361236981681498,0.42157089878744947,0.1130945236809292
0.9685979226754786,0.303861953185518,0.8307796431378022,0.483630030600429,0.043570181131598884,0.8389968015315294,0.5198116588191175,0.18433818087255704
0.6213387367540849,0.6127351170202768,0.99218823374596,0.7599220597656753,0.24589544536255242,0.3730513643898184,0.6391474644776866,0.7710979643002407
0.29318226676259546,0.9386663601413767,0.621055580700979,0.3325639233278199,0.3165862798903223,0.14412103666883863,0.624199341639235,0.5522677415268081
0.8498937780013286,0.48068598660880907,0.37975175541880923,0.5189058124898032,0.8681050141926131,0.9390049197411512,0.08431351306304424,0.07312899655271282
0.08436743261110868,0.8042298897199168,0.920448606144669,0.2600696899236117,0.02311360829873843,0.12448982623847793,0.7344122671777991,0.8258761577083875
0.4558462423304746,0.5097163384527658,0.9103395268898908,0.39009909657771275,0.21909584378520625,0.0815657214170043,0.42612442185091043,0.6393109092970068
0.2178856198122598,0.5786877142646286,0.20409632212366274,0.8445458416179097,0.38165048229412485,0.37678600611677915,0.39658485770240426,0.20045941602821837
0.14778042713765144,0.4628352244280126,0.5991251161391346,0.8156944254693193,0.5214436081766857,0.2258037558127442,0.24726030251260467,0.6030935568402312
0.4651451771392432,0.7768573760125554,0.22701983929686675,0.044449809062342915,0.43988609824397923,0.8690421361609465,0.40992374682278426,0.36576833830089417
0.1248845989774674,0.695476238892219,0.5298385380822278,0.5399640010558275,0.7625625454049525,0.5815182325437269,0.7765281886745281,0.6415746501036853
0.8333654333878769,0.7238142541692837,0.4323397677907113,0.19470574112859473,0.5510666084351191,0.9599740429532879,0.4574640610025418,0.34818850726464096
0.48186506092112835,0.7549386055683185,0.1295868657052212,0.8063044576879763,0.722509606348017,0.5977963040391542,0.3174282261760907,0.8671869269801897
0.27344869190951293,0.31509543254311034,0.4837238066786834,0.6385135645984739,0.9250248483494488,0.32835186549028683,0.4948131172132172,0.046200816146906465
0.6011621280903598,0.5431606013771338,0.5685835084816722,0.6039988805044627,0.893075681730984,0.5054020583110304,0.6971407141964249,0.42974068665693155
0.16398485301889082,0.7760346954064211,0.4141634294513457,0.7660816727703933,0.761543139547163,0.4540912592881869,0.45557314888120337,0.575549432231135
0.9579696211450752,0.6940793543005834,0.0701143429907678,0.44154230406506867,0.742013371675588,0.3072320513283089,0.5891712154673111,0.8530843885232675
0.6901469280513092,0.9345335780580277,0.2138390092714979,0.5583499909140469,0.7455107138441259,0.07366373208422561,0.638950789616234,0.4729968060917632
0.7734789349361076,0.32735387796081394,0.3514345007118248,0.681430301454681,0.16061559165604894,0.4749892818408916,0.6298879119963332,0.15517043067752195
0.660526801688516,0.16503493273344988,0.39744655742645757,0.8583429609065261,0.2519930419314902,0.8286100033321802,0.9790866286095254,0.8915054709847773
0.416187553455876,0.04350464592877956,0.436510694882131,0.2840377710366343,0.8166794114509898,0.8690633602383888,0.7666719446643611,0.9898014976029019
0.941203842243884,0.947316850696876,0.8953797981845417,0.012866505462846456,0.6704885984151184,0.5250656354594907,0.13117796574857282,0.6886289532115781
0.28917692276673823,0.6294334892329452,0.417791268459556,0.7254174564371656,0.38407588285270194,0.12924587669235488,0.6563290137089045,0.5391945550199035
0.6220030221803419,0.7755430514946559,0.15541578473442275,0.8305277413381686,0.8013612597118176,0.48888601184728003,0.15595399808325344,0.08368006241123405
0.16201905629023122,0.7394457166187853,0.9444845651023854,0.15844920686924585,0.24562613329965383,0.8503320506915866,0.003655152298012332,0.5001958685896795
0.8162574307646923,0.219458480246905,0.3758554234256415,0.04710317265565833,0.028874763788114266,0.9255992618265866,0.8116338180757532,0.6345725563934842
0.775717714773241,0.9522064777005506,0.00948347998745619,0.6176596441755061,0.4665073966624408,0.16779914806553142,0.5188899537480728,0.6905426310069146
0.060863295152838726,0.8167983999804616,0.9928358536829969,0.6421251314810369,0.6212124508671317,0.5713561442642993,0.008304512688028565,0.6401710641248759
0.41529591475074445,0.061688037602795176,0.8056463650241723,0.15027503246404417,0.8767580240401479,0.33281237066577807,0.45129130380432514,0.6099847972635074
0.7134072642688722,0.822348507574024,0.20111796021740502,0.7969290804882805,0.1631635756363592,0.28750772025816973,0.1346581107546147,0.17115080714528613
0.8901700613137571,0.3248717664192342,0.6674854995216474,0.5310624198347019,0.1652846402972568,0.924724299234023,0.11221967581982578,0.07077190560967639
0.3172848977997933,0.9865360713191613,0.5353585628302768,0.30074663985536754,0.6135172898344381,0.2771450644469111,0.9984399349972917,0.14569039093703534
0.4832901972269798,0.7059380072068838,0.22265921607477052,0.7738149463265558,0.7212344203634944,0.17438073448042402,0.11533980582524272,0.5061236022484047
0.8850221145499731,0.8130855858606183,0.6388395266245815,0.16943564956606283,0.8781098909962742,0.044866373208422516,0.7178807450310429,0.9882470511358712
0.738201505572145,0.48998872829346996,0.6103193103232369,0.9219650595362052,0.44641194079273794,0.5192520953470455,0.43848993708071166,0.45886342875050845
0.7209895093838276,0.24365442211399446,0.7160745052114701,0.007148058590470241,0.5704334624085466,0.36674144616618876,0.6019384141005875,0.4254432464510278
0.34969268840344414,0.5978010350006928,0.1882122559088355,0.9326403249189892,0.8466056862787759,0.7041360951517841,0.2817892412183841,0.9050112353556974
0.04041105048357008,0.11747156986785606,0.6252442835137348,0.7161720680557785,0.008260053034576498,0.5465881764909384,0.8024117671569648,0.6436075160195502
0.23929874380017957,0.4288379948361461,0.6566157785792476,0.8752664439171202,0.6553126646717232,0.5341381326632185,0.5872428017834076,0.441753682329486
0.24869663166964856,0.3568129581619526,0.07962302735922289,0.2255924107752772,0.614629827252895,0.9710954595331127,0.344575190632943,0.10572319684209824
0.17093597392096072,0.5889649833791439,0.799578211316714,0.184058595775894,0.6215878957626997,0.8792323463429854,0.6509787907829493,0.6173011142005561
0.7889784860659235,0.7997573105485227,0.8069492988671825,0.048337005296381186,0.7664228618612197,0.44585790904633854,0.09929663735988997,0.8815711828129063
0.7738368107508123,0.3435436164073147,0.23838515796248844,0.026171789508310672,0.2689559872449562,0.8470513389209255,0.870183757656569,0.6340091216418955
0.6343339530500889,0.9976500907629877,0.1818161799391168,0.4551948439537293,0.18012864360647857,0.3390204133176841,0.7729405391891329,0.34621815260080147
0.8187599085705555,0.2765491694350395,0.1432985795872106,0.21452824007077764,0.6792811729376136,0.26074256679747776,0.36665611067127796,0.2054136411220686
0.11891054006617385,0.30071670638930015,0.008631571909690827,0.3031299450465639,0.6682096611656251,0.23306716571547426,0.29974165590232926,0.6183979783027612
0.9800138693458805,0.15135199421070705,0.6061205257580814,0.36766355710422055,0.17849419798337002,0.8760407756975823,0.01818992458019081,0.7796853433618052
0.9960612437205927,0.8260260146526874,0.9567715681847486,0.6272008234393714,0.8123725411012661,0.5075610775888599,0.9766398599941664,0.7659395357831076
0.06047358457329749,0.2680606134293118,0.5884944388523146,0.18021172260386176,0.973230380947883,0.2893024813068938,0.2950339597483228,0.5038490261580418
0.7426334354168126,0.9714182864988529,0.647992961875588,0.9795975917581783,0.9840349686457079,0.8322382593709609,0.9478553273053043,0.017020563701466207
0.8003092747403875,0.21004556997510448,0.2966348702345811,0.8401437304933871,0.4061891892035314,0.6802826198152232,0.4427742822617609,0.4615555800044008
0.8544267832243524,0.6587985943019213,0.5722179802217242,0.6781116073382667,0.38569759253589014,0.3770330013180152,0.5434168090337097,0.8922447707253973
0.6930770528648105,0.17348393423439729,0.287191186638176,0.15366455722227162,0.839982466856043,0.4185271339218063,0.827027792824701,0.34657571696238654
0.9069947345298961,0.06241408841201668,7.80009264599868e-05,0.5710700599938189,0.508986001610035,0.9081106220140376,0.9273803075128131,0.8955803711334707
0.24001078137369136,0.39450787028458534,0.12311623782960035,0.07426818284916925,0.5487300941239026,0.6996082035304131,0.1924071836326513,0.7203104892213932
0.6271536218411955,0.3293897403578594,0.5420531117328782,0.7926967506774673,0.039730825909783885,0.3286415741473757,0.3611575482311763,0.7960874624099005
0.7939407300348272,0.19053511139238755,0.6433184777827361,0.43123949643923487,0.5992925716038422,0.26704983201142707,0.357899079128297,0.02954531815726824
0.8961194482823023,0.30491558962493304,0.5257583467624044,0.977316685921813,0.6525617016489327,0.3133345041949389,0.1379899162465102,0.17562494582358157
0.07862284929634561,0.26592652843650333,0.7490211414347819,0.635490396081235,0.11972128456812692,0.3566427648181203,0.9000625026042752,0.7900497089476106
0.3942541963525849,0.4554576456203075,0.7013564732544374,0.68915429009525,0.9640926093871307,0.7549836786844468,0.7392824701029209,0.6697130483487028
0.5208483222017772,0.8691951109570225,0.9340446451833366,0.728823959326764,0.62771918950601,0.8986420304650409,0.8146972790532939,0.12348306028418449
0.07904068058482588,0.29015883921067254,0.7030974327082824,0.945821721662106,0.3650916377410476,0.1487900684052016,0.08351264636026495,0.61533909437032
0.38786336731163906,0.055569035353232266,0.046704248609646726,0.06336238627636426,0.2719428304883543,0.033583653640035405,0.1204600191674653,0.5630196768751708
0.4408289878879332,0.1417253834265032,0.939144420041887,0.4239540210979811,0.1634506649487299,0.10931275376037591,0.6974940622525938,0.36579500976842494
0.22201299707332395,0.9399023720491411,0.37926385166452387,0.32186876169733564,0.5817734902471887,0.904350246093178,0.7408200341680904,0.5121996959452702
0.033181640678887014,0.6271220726348131,0.603144286326013,0.3535311197210281,0.6788648669014679,0.2662467659811997,0.8615733988916205,0.9286496569382489
0.5663643425166018,0.7686406576772639,0.24054079581108495,0.24785047571928254,0.6724899983071813,0.15248836389954223,0.23011875494812284,0.5204211758116462
0.2925522037085379,0.3505049437821645,0.14425687668371895,0.3181693860415885,0.4105430233317113,0.8390480046183593,0.3819042460102504,0.4663664459602729
0.14661288713726944,0.8409762901272486,0.02964963787937236,0.4859356077839427,0.7905120962242714,0.1996684268501559,0.05967831992999706,0.046889273402545784
